"","logFC","logCPM","PValue","FDR"
"GRMZM2G073250",-0.492642653688449,2.91835881793375,0.167625080716327,0.431980668673718
"GRMZM2G003789",0.82346681689471,1.15746969099778,0.167751084466023,0.432240931625481
"GRMZM2G085582",0.395829594629402,2.89501309482287,0.16776465705937,0.432240931625481
"GRMZM2G146760",0.445159611147741,3.64040425176253,0.167797787704916,0.432276581985586
"GRMZM2G135877",-0.459126262104205,5.22516065759988,0.167927416570412,0.432560791936088
"GRMZM2G123709",-0.297826483498782,3.86268194742843,0.168009645895801,0.432722855074769
"GRMZM2G023051",-1.05549810258842,0.399454089110616,0.168067716769412,0.432755432781218
"GRMZM2G055717",-0.29906959185585,5.12679335049651,0.168080150329807,0.432755432781218
"GRMZM2G111494",-0.48247440905629,2.55598551926451,0.168080239949215,0.432755432781218
"GRMZM2G163860",-1.10788488835369,1.73721972700463,0.168169890764605,0.43293650495013
"GRMZM2G142875",-0.325919405598919,3.25086313385979,0.168253709917765,0.433102524208124
"GRMZM2G092281",-0.334423151629624,4.43591023538798,0.16830803998412,0.433191408427116
"GRMZM2G108103",0.555649856006154,7.34414881133501,0.168326909250903,0.433191408427116
"GRMZM2G018146",0.707312415323201,1.28459117476992,0.16842906589316,0.433404527545222
"GRMZM5G836167",0.230571638328686,5.45884452978579,0.168470146718635,0.433460454436268
"GRMZM2G149150",0.574387364117063,1.31100977373856,0.168491817814013,0.433466434507173
"GRMZM2G130651",-0.34731113423341,3.55467669504246,0.168517082840658,0.433481657984495
"GRMZM2G025171",0.274710391121325,8.98442623386117,0.168729401913819,0.433977987588005
"GRMZM2G133568",-0.879355666818003,0.882870203347453,0.168804208853987,0.434090045304392
"GRMZM2G035996",0.364242077290559,4.24023183041398,0.168811719024198,0.434090045304392
"GRMZM2G012391",-0.25226043372747,6.7358759119717,0.168884731600043,0.434227956334516
"GRMZM2G181258",0.252095528521162,10.8988490242472,0.168941061890152,0.434322947980362
"GRMZM2G329864",0.255362777101452,4.19007048756545,0.169039250930806,0.434525518254326
"GRMZM2G035785",0.267929919029715,4.69494981805216,0.169158828536047,0.434783016330175
"GRMZM2G003304",-0.283434368110821,5.00324507973918,0.16927931994659,0.434997019764782
"GRMZM2G173978",-0.369240692634469,3.44695869532067,0.169280920121809,0.434997019764782
"GRMZM2G145242",-0.618657870315757,2.14984457576575,0.169329604837295,0.435058933253334
"GRMZM2G106945",0.291342078201059,4.641078906086,0.169360741219712,0.435058933253334
"GRMZM2G054225",-0.310928589124851,3.9465409232899,0.169381428290526,0.435058933253334
"GRMZM2G329454",0.445230726162872,2.64400413819358,0.169389652874372,0.435058933253334
"GRMZM2G115750",0.232158194375478,6.95907547422801,0.169405123699091,0.435058933253334
"GRMZM2G007475",-0.591868901083905,2.00554426021459,0.169421521652994,0.435058933253334
"GRMZM2G146731",0.58713781118689,2.64227797511404,0.169494218833333,0.435189783341156
"GRMZM5G839112",0.398259739374963,3.43946963635783,0.169529443907673,0.435189783341156
"GRMZM5G858880",-0.327777008097082,4.30497473086151,0.169530748895408,0.435189783341156
"GRMZM2G055992",-0.348568556210399,3.88381479670396,0.169570419680478,0.435241751969424
"GRMZM2G162640",-0.442360028701123,2.71252298793424,0.169745633503307,0.435550082123073
"GRMZM2G098667",0.375389750399097,4.1937033357642,0.169747187600751,0.435550082123073
"GRMZM2G417859",0.495261967685483,2.6265806604688,0.169753747196164,0.435550082123073
"GRMZM2G122577",-0.668225622812362,0.954919060236461,0.169777198781976,0.435550082123073
"GRMZM2G450055",0.756764027867806,0.930740754066345,0.16978774457768,0.435550082123073
"GRMZM2G076152",0.29670972824197,6.21608032405874,0.169972043591954,0.435972940661447
"GRMZM2G107065",0.597669683791162,2.81502538294466,0.170107346744454,0.436247549407728
"GRMZM2G073795",1.62535980553643,0.427480236995877,0.170118046827731,0.436247549407728
"GRMZM5G829396",-1.09809461942019,0.130090113238827,0.170236155152044,0.436500464200224
"AC206223.3_FG001",-0.469899054402231,2.62893851818957,0.170363255693358,0.436776375307208
"GRMZM2G170177",0.547288539774803,1.57693709869829,0.170384778828039,0.436781575473938
"GRMZM2G100913",-0.207003691927953,6.34351779542615,0.170451911256227,0.436903680550941
"GRMZM2G073017",-0.874916266276678,0.539534556981911,0.170550638936498,0.4370770791248
"GRMZM2G001724",-0.324768465019131,10.1212376273359,0.170573376392892,0.4370770791248
"AC218998.2_FG008",0.75841337291532,1.08674479653548,0.170590037779278,0.4370770791248
"GRMZM2G455978",0.771427113333061,3.03004127686825,0.170597592365381,0.4370770791248
"GRMZM5G895064",-0.235561336803082,5.76334464737624,0.170706384080302,0.437305800974064
"GRMZM2G028086",-0.633529209569906,0.707872845749853,0.170859552978998,0.437562018259895
"GRMZM2G001918",-0.377660285046523,3.71219227089859,0.170861978002253,0.437562018259895
"GRMZM2G043783",0.358415576250916,2.9249154292643,0.170864989857435,0.437562018259895
"GRMZM2G146885",-0.376468458057557,3.94205660362105,0.170955172621288,0.437738424165156
"GRMZM2G017207",-0.407665997017996,5.99346733928571,0.170972950228488,0.437738424165156
"GRMZM2G011364",0.259208243579869,4.03988888569505,0.171061948383824,0.437817899932989
"GRMZM2G006964",0.7532694879595,1.20688436422519,0.17106731059161,0.437817899932989
"GRMZM2G123553",-0.555219789276431,2.47604004424113,0.171091002070386,0.437817899932989
"GRMZM2G318860",-0.254742210883246,4.96744021725519,0.17110318705774,0.437817899932989
"GRMZM5G830632",0.874116118670727,2.67231057346339,0.171116588507042,0.437817899932989
"GRMZM2G152177",0.557784983096004,1.91299341926473,0.171121238550019,0.437817899932989
"GRMZM2G171080",-0.300820163795469,3.40607517057121,0.171173703808822,0.437902127636065
"GRMZM2G143330",0.276161237329133,4.55842349672956,0.171208132838708,0.437940200508192
"GRMZM2G175816",-0.263742150942303,7.43591237789717,0.171229608838282,0.437945135390606
"GRMZM2G105387",-0.651563510280784,2.64340558508628,0.171270097768857,0.4379986919885
"GRMZM2G396248",-0.793153702561264,1.08131112146729,0.171316425712227,0.438000953300175
"GRMZM2G449177",0.306518121218267,3.84208303854042,0.17135577959462,0.438000953300175
"GRMZM2G144155",0.557203971723414,1.21959264035641,0.171357796359866,0.438000953300175
"GRMZM2G112079",0.275606283220236,4.6696129445982,0.171368967697907,0.438000953300175
"GRMZM2G372475",-0.38392136118893,3.18690305861892,0.171404378857295,0.438000953300175
"GRMZM2G035563",-0.675741744885956,0.912748562352391,0.171404496351319,0.438000953300175
"GRMZM2G168721",-0.311245885172711,4.98326741230423,0.171410583064321,0.438000953300175
"GRMZM2G042099",0.249397087947365,4.73056472277878,0.171446354755762,0.438000953300175
"GRMZM2G172152",-0.330728335963911,5.01832996425201,0.171461801343916,0.438000953300175
"GRMZM2G101938",0.434371926825686,2.03377162637071,0.171477593688879,0.438000953300175
"GRMZM2G075584",0.318647254262473,3.36470237697096,0.171486023760283,0.438000953300175
"GRMZM2G007514",-0.886564145342214,3.45936860260635,0.171546245334261,0.438104824656802
"GRMZM2G009341",0.852901167235817,1.20078050360619,0.171618168807895,0.438238553925335
"GRMZM2G093325",0.469777333817354,6.26714052459935,0.17165368780956,0.438279302036831
"GRMZM2G073754",-0.427582441917973,2.68896910041648,0.171681844462625,0.438301244893472
"GRMZM2G059497",-0.371193424901479,3.33061333899417,0.171804389917734,0.438533149730532
"GRMZM2G146673",0.329767745744907,4.23250532359554,0.171811827196367,0.438533149730532
"GRMZM2G099980",-0.375818862615795,2.71565708449549,0.172026076335457,0.439029985225643
"GRMZM2G004736",-0.252934304270903,4.88725519941576,0.172083984922924,0.439100024669012
"GRMZM2G448074",-0.949530249659295,0.510066770537574,0.172092716653363,0.439100024669012
"GRMZM2G078501",-0.250645611739622,4.49840366467272,0.172161312012795,0.439225027971609
"GRMZM2G043119",-0.505789758497353,2.39114459471835,0.172192334730473,0.439254156852583
"GRMZM2G124179",-0.596063063563367,2.72845108754672,0.172219711228483,0.439273978833578
"GRMZM2G062555",-0.260345275133331,4.61888804923366,0.172271462617134,0.439355961290481
"GRMZM2G032484",0.297836625008959,5.36711538967597,0.172300270665813,0.439379417740444
"GRMZM2G176289",-0.844112501424968,1.31131756307848,0.172337002912258,0.439423073887463
"GRMZM2G376433",0.619945525506826,1.26997451198026,0.172360602118106,0.439433237421048
"GRMZM2G408012",-1.03994507814653,2.15210853880863,0.172412144624966,0.43951463196295
"GRMZM2G086389",-0.250142345119942,5.99985413152551,0.172496998051692,0.439680914829143
"GRMZM2G081573",-0.885797716293392,2.66058043951213,0.172537986544826,0.439694987046865
"GRMZM2G133430",0.666503177489535,2.35807877096299,0.172564699954043,0.439694987046865
"GRMZM2G167863",1.19148940631008,0.767310595133255,0.172580151291699,0.439694987046865
"GRMZM2G104410",-0.272821433565937,4.67378314123458,0.172603202885105,0.439694987046865
"GRMZM2G149923",-0.802794413387909,2.99934361455672,0.172620072460477,0.439694987046865
"GRMZM2G042593",-0.588990065890803,2.8850659854695,0.17262026806803,0.439694987046865
"GRMZM2G123764",1.19611487771378,2.42177233929106,0.172648549047791,0.439717033240396
"GRMZM2G071196",-0.498496962431747,2.31457361521998,0.172765233406868,0.43996420260069
"GRMZM2G055219",-0.44832677009453,2.46165059028409,0.172803996080613,0.440012902851022
"GRMZM2G069458",0.277413361620495,5.03678998313274,0.172843455009478,0.440063364714472
"GRMZM5G803565",0.233561413304256,5.81334969569372,0.172898840771144,0.440154360581465
"GRMZM2G074631",0.584672212867931,4.17841528606379,0.17297155015994,0.44028943209878
"GRMZM2G101769",-0.340583287639367,5.40465053004968,0.173052006722229,0.440444190686304
"GRMZM2G170008",0.350465672354895,5.80629260392508,0.173150163729817,0.440643959378299
"GRMZM2G080851",-0.507931914114043,4.47920144153822,0.173180850749678,0.440672000118857
"GRMZM2G110504",0.42788400985959,8.48086270295616,0.17328210193257,0.440835213393347
"GRMZM2G040247",-0.329705202076979,4.02160002347492,0.173295364991607,0.440835213393347
"GRMZM2G115035",0.820303240541535,0.998771524624156,0.173304019619219,0.440835213393347
"GRMZM2G157510",0.653480882181075,1.33379591523433,0.173400480501511,0.441030510345823
"GRMZM2G005024",0.341317324740431,6.35495522555408,0.173474647020633,0.441169065436695
"GRMZM5G844007",0.800661413359936,0.806689984042923,0.173603921797557,0.441369133058967
"GRMZM2G070723",0.281280699270531,8.04765432891407,0.173611850215577,0.441369133058967
"GRMZM2G032304",1.10236722325354,0.419620301327465,0.173623302490124,0.441369133058967
"GRMZM5G881996",0.299204087561793,4.26833885472993,0.173657409148757,0.441369133058967
"GRMZM2G151434",-0.239292145921994,5.7094034308295,0.173665278642478,0.441369133058967
"GRMZM2G146627",-0.505839787533501,3.04101666577834,0.173671514262346,0.441369133058967
"GRMZM2G076841",-0.494051982933871,1.56310450884989,0.173801799323215,0.441650143340891
"GRMZM2G393671",0.281142964798237,5.70901894065657,0.173863181338145,0.441728205596958
"GRMZM2G165255",-0.443639812466994,5.36449241022467,0.173871950241445,0.441728205596958
"GRMZM2G370332",0.218982079404568,6.54581338316885,0.17393693525464,0.441843201176894
"GRMZM2G066820",0.384292923746828,4.07189718681817,0.17397882235039,0.441899502863675
"GRMZM2G000158",0.848323462278069,0.824154626903961,0.174015667643488,0.441942987253724
"AC217358.3_FG010",0.277927240395078,6.28547485334209,0.174210042071539,0.442349071538483
"GRMZM2G435627",0.255305168447199,5.83626001070567,0.174215050535844,0.442349071538483
"GRMZM2G108255",-0.75034851944507,1.75723634757566,0.174304032937091,0.442524856425555
"GRMZM2G114934",-0.714483601002662,1.25285296400026,0.174366346759149,0.442632902689638
"GRMZM2G071288",-0.949328614711675,1.07929161904464,0.174410630393544,0.442666791454312
"GRMZM2G412373",-0.4562221900335,2.7599789772375,0.174419211558075,0.442666791454312
"GRMZM2G113287",0.697561639874423,1.88877040089268,0.174470002072898,0.442703199803914
"GRMZM2G135381",-0.742862659820304,1.30335779026504,0.174473075396945,0.442703199803914
"GRMZM2G446171",0.438971473340718,2.35270440293174,0.174504986664238,0.442734030824623
"GRMZM2G152853",0.220148157384495,4.82668775666413,0.174584411253584,0.442862577580307
"GRMZM2G119361",-0.280946728110379,5.08131882921042,0.17459626747876,0.442862577580307
"GRMZM2G148453",0.544901372931572,2.74927907103288,0.17461495248134,0.442862577580307
"GRMZM5G881387",-0.720039891691636,0.827797795925471,0.174635078339514,0.442863489552554
"GRMZM2G122584",0.275377543107909,5.88638373524826,0.174659700714434,0.442875802909336
"GRMZM2G128877",-0.208480277220266,6.89145164024704,0.174699156942138,0.442924336237259
"GRMZM2G318635",-0.253769387376551,9.52320918994431,0.174718379096849,0.442924336237259
"GRMZM2G044011",-0.228603472772961,4.26534546016726,0.174753072370495,0.442929987432825
"AC233935.1_FG005",0.261154300317534,5.42094977639591,0.174767126974719,0.442929987432825
"GRMZM2G032852",-0.2859106360785,5.01757098975688,0.174779916040777,0.442929987432825
"GRMZM2G380777",-0.72241305982453,0.768999970450378,0.174827335704001,0.443000051622725
"GRMZM2G320099",-0.407135758015074,5.25298466035375,0.174884683910541,0.443095255344982
"GRMZM2G097898",-0.273460349110017,5.14254063512362,0.174960163353239,0.443236370412633
"GRMZM2G087531",-0.400679494272769,3.96895204967326,0.17499125054634,0.443265004916987
"GRMZM2G133941",-0.399973069383079,3.8817347786232,0.175108949353246,0.443513001385879
"GRMZM2G174803",-0.387304745278532,3.50671102834767,0.175138357118952,0.44353734500397
"GRMZM2G173858",0.291399742600217,3.92290224973345,0.175169127261722,0.443565132945171
"GRMZM2G026962",-0.218044585237769,4.98531370068747,0.175202031575248,0.443598318165153
"GRMZM2G049609",0.464354640429911,4.43446035273817,0.175234568613793,0.443630566078195
"GRMZM2G144275",-0.335723772586742,4.86662809154799,0.175331591078098,0.443826042040988
"GRMZM2G343688",0.286076364741077,4.36927823301993,0.175379976590275,0.443898370481825
"GRMZM2G051355",-0.408395162816054,2.9832237166787,0.175546641827437,0.444270022607446
"GRMZM2G026639",0.238205912224853,4.61778808095656,0.175725489636511,0.444672418715385
"GRMZM2G173718",0.304381439688514,7.24054167687842,0.175773581888905,0.444743885061651
"GRMZM2G335377",0.383146633682173,2.69055034590694,0.175875305000734,0.444951017224643
"GRMZM2G085641",-0.454824127046899,3.60563524734541,0.17603863585094,0.445313947865001
"GRMZM2G001508",-0.671185503774095,4.6349964881078,0.176143233087131,0.445528238577237
"GRMZM2G085049",-0.370398861248819,3.56934536370543,0.176249470027994,0.445721886183612
"GRMZM2G122750",-0.276813131195192,6.64174595438148,0.176259580967945,0.445721886183612
"GRMZM5G889974",-0.4032122390417,2.66058999087084,0.17638568210142,0.445958115953877
"GRMZM2G114592",-0.311128929489468,3.5948770122266,0.176392806230005,0.445958115953877
"GRMZM2G088053",0.612935163717934,3.3755639827486,0.176424099589314,0.44598690638594
"GRMZM2G019121",-0.254250594276309,4.92565828294144,0.176459700810728,0.446026579046071
"GRMZM2G084046",-0.797588561341693,0.629401317682146,0.17653242306553,0.446117980626665
"GRMZM2G030542",-0.402163914746274,2.7786424221409,0.176548695066656,0.446117980626665
"GRMZM5G873286",-0.385806175471676,3.60416668738466,0.176560820370361,0.446117980626665
"GRMZM2G316191",-0.201353477551208,5.59803459028504,0.176575507797245,0.446117980626665
"GRMZM2G000816",0.490389285175444,5.19920820935327,0.176638492244977,0.446226792056456
"GRMZM2G430682",0.775771860294202,0.637786804764223,0.176678343609535,0.446263772686377
"GRMZM2G552868",-0.648026992601727,1.53396077403319,0.176692967083278,0.446263772686377
"GRMZM2G074351",0.313479710494892,3.72086801538211,0.176749815390903,0.446357034922585
"GRMZM2G029933",-0.28541830148667,4.56958545840878,0.176835594527941,0.44650969443754
"GRMZM2G365774",0.452562514318554,2.76823208102086,0.176850124009762,0.44650969443754
"GRMZM2G046503",-0.587472213467502,1.23796197022894,0.176953330226023,0.446716380969543
"GRMZM2G165428",-0.672475389502773,0.920531442997083,0.176989933461246,0.446716380969543
"GRMZM2G042443",-0.649662439942473,1.11460722712341,0.176991801556199,0.446716380969543
"GRMZM2G152914",-0.732783000479701,0.868429029528785,0.177207106864321,0.447209419834999
"AC196465.3_FG006",-0.483808523888857,2.46221328965637,0.177230833158886,0.447212507636616
"GRMZM2G097434",0.265948400500158,7.65491131407551,0.177263581326327,0.447212507636616
"GRMZM2G392101",0.455724734576453,3.99351575968685,0.177268211574237,0.447212507636616
"GRMZM2G429113",-0.32956902533724,5.7386415710634,0.177327237864168,0.447277469086379
"GRMZM2G161569",-1.10794203660112,0.691933797984357,0.177335776792745,0.447277469086379
"GRMZM2G172427",-0.202698553072614,5.27203040860142,0.177353851165516,0.447277469086379
"GRMZM2G070825",1.17971653308333,0.542638579731088,0.177426452605256,0.447374621559697
"GRMZM2G082686",-0.545307632942084,1.57103147775781,0.177442388124538,0.447374621559697
"GRMZM2G402088",-0.471044491924214,2.63622943739398,0.177452276804331,0.447374621559697
"GRMZM2G180399",0.334672251499706,6.43628836182357,0.177482738289262,0.447376819707229
"GRMZM2G113959",0.262170658032021,4.6358472821287,0.177504791082073,0.447376819707229
