"","logFC","logCPM","PValue","FDR"
"GRMZM2G432801",0.329014044447788,4.05758715440921,0.153659301583142,0.411101344722675
"GRMZM2G065928",0.264347006929065,9.16913567781329,0.153686212817972,0.411101344722675
"GRMZM2G034811",1.62078689493804,0.249872919193483,0.153692876801077,0.411101344722675
"GRMZM2G017164",0.373904657270223,3.97727501169526,0.153719904092904,0.411101344722675
"GRMZM2G159134",-0.414435438049879,4.15506239616592,0.153735213063082,0.411101344722675
"GRMZM2G075438",1.01026772835528,1.77164514487554,0.153760677940568,0.411101344722675
"GRMZM5G850092",-0.399631660253803,3.77184880664317,0.15376162770703,0.411101344722675
"GRMZM2G022563",-0.331561407993646,3.62183807409403,0.153887156302059,0.411310020138623
"GRMZM2G003461",1.66007424135315,1.09334853875169,0.153916971646501,0.411310020138623
"GRMZM2G441144",0.461549745369196,4.63712658447938,0.153959118064748,0.411310020138623
"GRMZM2G095778",0.331722052697757,3.87849028770617,0.153970580957337,0.411310020138623
"GRMZM2G171884",-0.412522036085573,2.89867328242334,0.153977110769144,0.411310020138623
"GRMZM5G894891",-0.723806874397074,0.830425236951812,0.153986103568324,0.411310020138623
"GRMZM2G128577",-0.46841759290593,4.58617864077021,0.153996975822083,0.411310020138623
"GRMZM2G045154",-0.406062151777457,6.24640520843506,0.154000598674038,0.411310020138623
"GRMZM2G054354",-0.364670765132949,3.76218363632145,0.154018804143925,0.411310020138623
"GRMZM2G068328",-0.357378110476804,3.42138699153103,0.154034859203285,0.411310020138623
"GRMZM2G102450",0.763334018445771,1.71476684334627,0.154041614772737,0.411310020138623
"GRMZM5G875655",-0.450163302166646,3.1042247280171,0.154083673962362,0.411373297798705
"GRMZM2G082330",-0.245627035900113,6.52193484036899,0.154141348651255,0.411478245744236
"GRMZM2G053008",0.261514291125395,4.1435978052286,0.154180379029546,0.4115334038786
"GRMZM2G415327",0.296205567788862,4.7522408412782,0.154247618941427,0.411663835900259
"GRMZM2G119482",-0.371702185798295,3.29720447332524,0.154301568566942,0.411758771288986
"GRMZM2G005505",-0.630075610115182,1.25210143000667,0.154320155496636,0.411759328796251
"GRMZM2G143165",0.738021054944847,1.25892212210003,0.154352475666807,0.41179652504344
"GRMZM5G804382",0.264861757582162,5.18183251938315,0.154387197455559,0.411805000371653
"GRMZM2G105327",-0.778524651006467,3.74036241512243,0.154392412547284,0.411805000371653
"GRMZM2G167463",0.33384454470454,4.31158772803028,0.15442467346649,0.411812411871544
"GRMZM2G012140",-0.619733087313221,1.88224143164753,0.154432648299149,0.411812411871544
"GRMZM2G154245",-0.97432495527682,1.23808332191585,0.154467583589569,0.411812411871544
"GRMZM2G049661",0.950623877549348,0.793511146203479,0.154468712759137,0.411812411871544
"GRMZM2G034342",-0.363696289685116,3.92162968193755,0.154549462043061,0.411978667111813
"GRMZM2G430623",0.64164764281268,1.2177840834623,0.15456800120375,0.411979070541281
"GRMZM2G093323",0.412532760199048,3.4894112680443,0.154610250070314,0.412018285535571
"GRMZM2G122135",-0.21715482096072,5.62743702527171,0.154620141023499,0.412018285535571
"GRMZM2G171688",-0.239036545904994,5.87946102733209,0.154694499971014,0.412018285535571
"GRMZM2G472852",0.330189685357729,10.9043983931228,0.154714281626698,0.412018285535571
"GRMZM2G080764",0.330574866692183,4.44691596398659,0.154725778807706,0.412018285535571
"GRMZM2G410831",-0.488517963192228,2.62595532451167,0.154726142744641,0.412018285535571
"GRMZM2G412806",-0.931591005516221,0.516043438351044,0.154733735965195,0.412018285535571
"GRMZM2G114584",0.615575360110085,6.71701139690455,0.154733907875437,0.412018285535571
"GRMZM2G134747",0.451075371636956,6.14754939849359,0.154748220164331,0.412018285535571
"GRMZM2G069099",-0.273297193223095,4.41833929328266,0.154875238071065,0.412272888414718
"GRMZM2G341271",-0.220965404281954,5.92261819149931,0.154880647256714,0.412272888414718
"GRMZM2G167422",-0.736306718969557,0.583747662576218,0.154930443520438,0.412348294522987
"GRMZM2G324390",-0.286126081917963,9.35178091475969,0.154945784047714,0.412348294522987
"GRMZM5G891159",0.225321707849054,6.41882110012786,0.15506333182386,0.41261210801824
"GRMZM2G170934",-0.404601639077246,4.5407128031589,0.155100849372422,0.412662929603269
"GRMZM2G008290",0.34731474637902,6.46870263531577,0.155151537345181,0.412748776326144
"GRMZM2G097421",-0.252746754661455,5.37638133733391,0.155185643131218,0.412771370343798
"GRMZM2G157472",-0.446164216342735,4.30358245956997,0.155196876758588,0.412771370343798
"GRMZM2G151967",0.349809287403401,3.95416597205846,0.155241255364598,0.412840394830126
"GRMZM2G426735",0.400639970625093,2.66630905260928,0.155315445273371,0.412988672127922
"GRMZM2G158083",0.323513670819728,4.85559652063505,0.155357570954626,0.413051664558965
"GRMZM2G345039",0.833740723534517,2.25772480786344,0.155475352133019,0.413266365994455
"GRMZM2G054470",-0.238038095045087,4.77734435079322,0.155481496533506,0.413266365994455
"GRMZM2G327659",-1.33736072985392,0.499789801956264,0.155493660581712,0.413266365994455
"GRMZM2G036206",-0.241062656255016,5.50512479280096,0.155555646496653,0.413382073272151
"GRMZM2G013781",-1.31875686130271,1.33994623565685,0.155705902237856,0.413690822965503
"GRMZM2G142870",0.24451834987017,8.58679125041786,0.155729575844611,0.413690822965503
"GRMZM2G002297",-0.256234311577829,4.86431602218604,0.155751110018894,0.413690822965503
"GRMZM2G314707",-0.497189363059347,2.56780126223142,0.155764846294732,0.413690822965503
"GRMZM2G176612",-0.395679002674322,2.94173828311462,0.15577675930083,0.413690822965503
"GRMZM2G078198",-0.550669525290953,2.27304603715069,0.155784772711269,0.413690822965503
"GRMZM2G162732",-0.829198839888203,0.856910503636244,0.155833803803626,0.413690822965503
"GRMZM2G062848",0.332515408965087,5.40178918570794,0.155834546381554,0.413690822965503
"GRMZM2G135904",-0.411412512887117,2.55233756839183,0.155856299823662,0.413690822965503
"GRMZM2G137286",-0.602407600431974,2.71074844574264,0.155856471173926,0.413690822965503
"GRMZM2G055437",-0.606551711347916,2.64121175190013,0.156087121048972,0.414233378829809
"GRMZM2G366392",-0.377818339549776,5.87451918463921,0.156097853937071,0.414233378829809
"GRMZM2G040561",-0.296200072697781,3.99677827749027,0.156286823912526,0.414654034149427
"GRMZM2G424112",-0.790639341545438,1.11793868871236,0.156293386225928,0.414654034149427
"GRMZM2G095782",-0.343403412477128,4.16565672860612,0.156370713855918,0.414810069138271
"GRMZM2G084192",-0.357357121586004,3.7889641159462,0.156392051359111,0.414817349205342
"GRMZM5G828319",-0.370949458427727,4.64259512021891,0.156410487216547,0.414817349205342
"GRMZM2G108348",-0.301723412854821,7.33338343184491,0.156516156929244,0.415038615923248
"GRMZM2G058954",0.443133360221195,3.89526655195802,0.156530966505309,0.415038615923248
"GRMZM2G457789",-0.698774163606304,1.64626821098075,0.156655712862739,0.415320227983631
"GRMZM2G106103",-0.646550658425592,1.84859851978409,0.156696169511381,0.415332758507581
"GRMZM2G048843",0.774993619690265,2.91716072204665,0.156697514289872,0.415332758507581
"GRMZM2G020401",0.44532218688184,2.51899410094232,0.156898099100534,0.415733864395857
"GRMZM5G867428",1.28700631253584,1.3377549527222,0.156908592782264,0.415733864395857
"GRMZM2G161337",0.392177984529369,6.86555263276238,0.156917803265901,0.415733864395857
"AC183950.2_FG005",-0.659644035023448,0.931391597535705,0.15692306588689,0.415733864395857
"GRMZM2G140577",0.267558332726243,5.40718185105841,0.156980262030196,0.415836222604226
"GRMZM2G111304",-0.296552571656142,5.14906981972272,0.157214078169096,0.416406362617165
"GRMZM2G179465",-0.721629516647376,2.74790204927883,0.157290473018826,0.416559461936974
"GRMZM2G091151",0.259992709961101,5.16780063106196,0.157316068982413,0.416578007983804
"GRMZM2G144180",-0.388115529930648,4.15932085437839,0.157338111512644,0.416587141153485
"GRMZM2G065480",1.1085338045417,1.31785615791961,0.157401186740141,0.416671930165998
"GRMZM2G058128",-0.292329907595314,4.19247282651895,0.157410179510843,0.416671930165998
"GRMZM2G018197",-0.494838771678582,2.99741252293963,0.157425926750956,0.416671930165998
"GRMZM2G047513",-0.238607345942946,7.23842345229463,0.157467073819835,0.416731607480913
"GRMZM2G159996",0.518376114792707,3.29909143662106,0.157544010792577,0.416885976356171
"GRMZM2G084491",0.341159791107833,4.02157013931149,0.157642497475561,0.417097325925833
"GRMZM5G801627",0.541290522539886,4.57047153069638,0.157666926001214,0.417112702450962
"GRMZM2G064868",0.349104949602344,4.70540487972051,0.157693131945062,0.417132777004618
"GRMZM2G027183",0.27084121808524,5.30308474088078,0.157713515102783,0.417137446095839
"GRMZM2G368486",0.95483945107864,2.01904300318083,0.157740157902437,0.417158668296046
"GRMZM2G103805",0.324803169651408,3.6640585285445,0.15777565503568,0.417203298840365
"GRMZM2G062416",-0.648611385531028,1.49963013145234,0.157826842521482,0.417287304191521
"GRMZM2G123212",0.459658676864475,3.66903364013832,0.157850007841928,0.417287304191521
"GRMZM2G004880",0.256229640864885,6.05040029067949,0.15786329793918,0.417287304191521
"GRMZM2G059428",0.600019651873739,2.54024601783351,0.157926966129399,0.417406355565551
"GRMZM2G016928",0.321700630800762,4.22982810359544,0.157971458789037,0.417431040893332
"GRMZM2G091995",-0.340292308677501,2.91547958651153,0.157973568209532,0.417431040893332
"GRMZM5G832890",0.551221173804719,2.2229761516814,0.158010409717851,0.41745461286711
"GRMZM2G479586",0.695953442452006,1.39960375379479,0.15803176987395,0.41745461286711
"GRMZM2G111225",-0.319865259332588,4.35200242691943,0.158050281139719,0.41745461286711
"GRMZM2G013892",0.228520156028462,5.19484905445668,0.15805701767247,0.41745461286711
"GRMZM2G009048",0.446423372744197,6.83535170044505,0.158248427567021,0.417873328249973
"GRMZM2G024690",-0.223487681177702,5.09471413640209,0.158278375149204,0.417873328249973
"GRMZM2G071977",0.436004963956331,4.7810458462773,0.158288244046002,0.417873328249973
"GRMZM2G466746",-0.646585750690225,1.78410221175809,0.158290155628544,0.417873328249973
"GRMZM2G119521",0.499229259939905,2.8381917651946,0.158310191811323,0.417876984864832
"GRMZM2G160447",1.26645996924901,0.721184040953529,0.158469550719763,0.418214749217049
"GRMZM2G074085",0.315332934792239,4.99829583516513,0.158484668369399,0.418214749217049
"GRMZM2G008528",-0.542690775061504,3.36954622407072,0.158494150216557,0.418214749217049
"AC205673.3_FG006",-0.756004720083164,1.34795875792592,0.158609959496455,0.418471048341741
"AC210050.3_FG004",-1.08802436107048,2.53177564369544,0.15865054894308,0.418528853063665
"GRMZM2G166355",-0.273963713952003,5.99270586707268,0.158683982525514,0.418567768834959
"GRMZM2G176638",-0.485534421952036,2.60736101971883,0.15872744287016,0.41863312036562
"GRMZM2G090905",-0.361043473052287,4.18768491745333,0.158796017140799,0.418764685032911
"GRMZM5G845682",-0.590359913880834,1.53536283172699,0.158841927554601,0.418836458380702
"GRMZM2G086371",-0.278034054171309,3.9382099958985,0.158958983928268,0.419095791352419
"GRMZM2G019500",-0.621128493429337,0.919273383306002,0.159057865352956,0.419307150633366
"GRMZM2G583032",0.441015145326383,3.93000318667721,0.159087786576894,0.419336689206508
"AC205521.3_FG003",0.553589797926289,2.74290313705397,0.159154287884893,0.41946263028597
"GRMZM2G179106",-0.281949684798493,5.92509973124658,0.159243250284545,0.419616215948277
"GRMZM2G148200",0.556491496257609,4.43223389152321,0.159254045108196,0.419616215948277
"GRMZM2G019999",0.226923784240132,5.74730594339829,0.159268748066242,0.419616215948277
"GRMZM2G077320",-0.574349285479747,1.55830001145554,0.159355063957818,0.419794263136379
"GRMZM5G888853",0.485135259491186,2.80066991590563,0.159407066408126,0.419881886065608
"GRMZM2G099474",0.47570178472809,2.30014197592992,0.159473935733213,0.420008643482148
"GRMZM2G136283",-0.417099885358438,3.62899290249795,0.159523546616083,0.420050373817452
"GRMZM2G428765",-0.325158491082078,3.3472738359929,0.159574378984943,0.420050373817452
"GRMZM2G703307",-0.307625213242658,3.46797107994014,0.159580458495418,0.420050373817452
"GRMZM2G069141",1.14372013808136,4.43926097614612,0.159603966734448,0.420050373817452
"GRMZM2G348846",0.45585161385155,2.79839280826646,0.159619999548432,0.420050373817452
"GRMZM5G869779",-0.409946233809762,3.9137079363469,0.15962527811081,0.420050373817452
"AC209215.4_FG006",-0.552211004905507,2.23501047283559,0.159636733939619,0.420050373817452
"GRMZM5G862488",0.351548033894479,4.61821041507067,0.159645185933184,0.420050373817452
"GRMZM2G142932",0.262392235241078,4.49376340713713,0.159658512985022,0.420050373817452
"GRMZM2G146358",0.342974021256181,4.76105722584155,0.159689133994677,0.420081607038951
"GRMZM2G112337",-0.340364979786681,8.66294416141337,0.15973332069844,0.420148514938783
"GRMZM5G849530",-0.234305017914885,4.79326108371023,0.159848352484929,0.420401729947743
"AC225147.4_FG003",-0.390303378215905,3.52857044053492,0.159936938991856,0.420585342501471
"GRMZM2G039445",-0.414465394092067,4.15128742233883,0.160007380831889,0.420625250774543
"GRMZM2G315121",-0.235775359939745,5.7276091974326,0.160015040735683,0.420625250774543
"GRMZM2G060561",0.4447538778915,2.70470370821066,0.160019926982601,0.420625250774543
"GRMZM2G078458",-0.439091022625799,3.51628583779214,0.160027209890748,0.420625250774543
"GRMZM2G022876",0.247247095468806,5.63442631716648,0.160082014236678,0.420697051539711
"GRMZM2G057056",0.299539364903003,5.04460597882915,0.160107717003118,0.420697051539711
"GRMZM2G359397",-0.497231094532691,2.1979858035774,0.160110857330021,0.420697051539711
"GRMZM2G124876",-0.800324546716082,0.828070371612961,0.160205600058734,0.420896631017346
"GRMZM2G015784",0.389077676069965,5.61871498602429,0.160258161940194,0.42097671149895
"GRMZM2G059574",0.86334555591184,1.29982086766575,0.160273659856552,0.42097671149895
"GRMZM2G088138",0.219303895718876,8.14999037033725,0.160305070541492,0.421009858806955
"GRMZM2G116872",-0.715934898315711,1.58098333306523,0.160337258751015,0.421045040121484
"GRMZM5G821611",0.248887483184049,5.10174519489011,0.160405739008723,0.421175504803756
"GRMZM2G329944",-0.42518190061677,2.35614803434486,0.160484533170266,0.421332026282411
"GRMZM5G897749",0.428609934508796,2.53603040897731,0.160502961139048,0.421332026282411
"GRMZM2G042818",0.400660512537373,3.46640033122865,0.160567705953792,0.421452606829278
"GRMZM2G023279",0.48196373351944,1.67990832828028,0.160700460463305,0.421751647731094
"GRMZM2G084134",-0.297364434188555,3.99188105710226,0.160748998740665,0.421829622485898
"GRMZM5G864266",-0.212330459484269,5.56447442959668,0.160794551377677,0.421864806505115
"GRMZM2G480551",1.58621206202024,0.954149438826531,0.160800064608511,0.421864806505115
"GRMZM2G078667",-0.953695482737645,1.08957372884375,0.160920768610123,0.422033052883757
"GRMZM2G127072",0.595371849837206,3.5131464719538,0.160934452415404,0.422033052883757
"GRMZM2G302553",0.295965613051166,3.72292243875852,0.160949136387634,0.422033052883757
"GRMZM2G155767",-0.306526678250661,6.5598116915522,0.160979840440866,0.422033052883757
"GRMZM2G073123",0.646446211675668,1.29534608708392,0.161003756144819,0.422033052883757
"GRMZM2G402002",-0.262804001319545,5.05363238998474,0.161007765717247,0.422033052883757
"GRMZM2G085116",-0.435445688903422,2.18527556388316,0.161021070079833,0.422033052883757
"GRMZM2G155332",-0.333021725519652,4.59674799462205,0.161029722334342,0.422033052883757
"GRMZM2G092550",-0.881656277335574,0.89049503390666,0.161033723236029,0.422033052883757
"GRMZM2G082346",-0.446186391546492,2.4366106257897,0.161092071409835,0.422111058608191
"GRMZM2G035732",-1.11560337480447,0.292068681506446,0.161101167692865,0.422111058608191
"GRMZM2G174615",-0.654413398134139,2.33228589744479,0.161131867827267,0.422142130340263
"GRMZM2G049340",-0.369070044958404,3.14575098123382,0.161285152578581,0.422494311180067
"GRMZM2G079499",-0.340069611436657,4.13585625473691,0.161334412067754,0.422573942293434
"GRMZM2G050997",-0.550440637708047,4.84620016590331,0.161405526850211,0.422692663235694
"GRMZM2G180254",-0.5226029666753,6.33845045430339,0.161417470504111,0.422692663235694
"GRMZM2G417435",-0.625586228016948,1.15049257450625,0.161529741936727,0.42293722894617
"GRMZM2G451295",0.353032615392504,5.03981000315612,0.161587231912887,0.42303831865018
"GRMZM2G364683",0.620957396500103,2.59358758566213,0.161607956442681,0.423043143369351
"GRMZM2G146741",0.976267981317223,1.01454362396707,0.161629164912805,0.423049233629836
"GRMZM2G087570",0.325239112894874,8.07681239673679,0.161665390815882,0.423094624603416
"GRMZM2G098674",-0.55329707258265,2.00323611685179,0.161684763821929,0.423095904395039
"GRMZM2G163717",-0.307656762972534,4.05703421276898,0.161738713521822,0.423187653445804
"GRMZM2G460860",0.356242612008499,3.29455613227195,0.161772175286784,0.423200329305946
"GRMZM2G039536",0.327074233205302,5.63630603286908,0.16178133543876,0.423200329305946
"GRMZM5G896916",-0.403101865641906,3.46040876522047,0.161839368869495,0.423279261201148
"GRMZM2G005444",-0.230487967458555,6.52018503292232,0.161849394466345,0.423279261201148
"GRMZM2G100724",-1.58392000377022,1.23772268901467,0.161868186117895,0.423279261201148
"GRMZM2G463996",-0.493946161746297,6.02110031206301,0.161924150393236,0.423376192036464
"AC149818.2_FG006",0.365113402955262,4.34075003237296,0.161964375249167,0.423414359368268
"GRMZM2G315726",0.457453998619606,3.56450239136089,0.161986477284514,0.423414359368268
"GRMZM2G016236",0.20767925511111,9.18023076413092,0.161995442468413,0.423414359368268
"GRMZM2G435445",-0.3172808562027,5.34423830580218,0.162036730851285,0.423445913952481
"GRMZM2G053303",-0.323457043898837,3.17444872102673,0.162045314270412,0.423445913952481
"GRMZM2G168920",0.484508268406372,1.77397054632569,0.162220645887106,0.423828694697267
"GRMZM2G022269",0.379264352074421,3.60547336930801,0.162229631141431,0.423828694697267
"GRMZM2G018059",0.428122851613459,4.59589125814188,0.162340471900926,0.424051513919352
"GRMZM2G050885",-0.317505139367583,5.43083832097116,0.162352773327391,0.424051513919352
"GRMZM2G098042",-0.315888742103916,3.67127243410641,0.162377623776839,0.424066984580963
"GRMZM2G086801",-0.342225530933177,4.19461747663916,0.162465928095948,0.424248149066401
"GRMZM2G117614",0.317329261547817,4.71283437844412,0.162559874413657,0.424444002591538
"GRMZM2G046244",0.347528637243274,3.70926658766561,0.16262263259468,0.424558387704941
"GRMZM2G089952",-0.739278164364169,2.15892794267293,0.162722605549962,0.424766113213223
"GRMZM2G074317",-0.39138933869677,5.1678940874138,0.162740116751721,0.424766113213223
"GRMZM2G500150",-0.582707281519412,2.34899143260823,0.162778622530293,0.424791840546156
"GRMZM2G176225",-0.429904929150869,5.3602527884889,0.162787893011796,0.424791840546156
"GRMZM2G016351",1.84655797503479,0.709336436135814,0.162810161405336,0.424800473539834
"GRMZM2G477846",-0.421287666828731,5.35871681391349,0.162837144623834,0.42482140490184
"GRMZM2G054651",-0.57790997274919,1.63805833797646,0.162920667819126,0.424989819826234
"GRMZM2G080519",-0.406559605292467,2.54171953324781,0.16295305416804,0.425024817070422
"GRMZM2G050803",0.32722927782332,3.7302335312346,0.162996844099063,0.42508954627395
"GRMZM2G057451",0.271020459082248,5.87064567452814,0.163028488507743,0.425122589038173
"GRMZM2G171605",-0.579043007865641,1.71346702664142,0.163078975171466,0.425188327873638
"GRMZM2G086030",-0.23755960999849,8.35333617539698,0.163091653191075,0.425188327873638
"GRMZM2G126957",-0.630128787613944,2.20264091144664,0.163130021845626,0.425238876026907
"GRMZM2G053466",-0.84097620975347,5.18358635523151,0.163302569973637,0.425639143817977
"GRMZM2G138964",0.331564391070262,3.94194657075822,0.163362390754409,0.42574553505322
"GRMZM5G839757",-0.255807280910995,5.17662598933054,0.163402407027173,0.42580029418979
"GRMZM2G577706",-1.67334148183282,1.6390369330858,0.163560066441815,0.42610108801305
"GRMZM2G352756",0.365881292193421,5.45441893912057,0.16356351194716,0.42610108801305
"GRMZM2G118737",0.331318803707024,4.55335768372275,0.163574892122305,0.42610108801305
"GRMZM2G152417",-0.798288890163459,1.99553941806932,0.163598531006975,0.426113123367971
"GRMZM2G108318",-0.613807187835059,1.27541939265948,0.163626355889451,0.4261360576198
"GRMZM2G155357",-0.212431280323603,7.38750752214121,0.163745220654231,0.426396056341008
"GRMZM2G052166",0.237499642104971,4.9073511634284,0.16383169219856,0.426571651796482
"GRMZM2G351786",0.41254005054326,3.61640948454433,0.163908787849418,0.426722797091124
"GRMZM2G029543",0.270076442215153,5.33623020558121,0.163974618094384,0.426844582131366
"GRMZM2G170842",0.303587217621452,3.68018960458743,0.164158786038023,0.427270788334335
"GRMZM2G074306",-0.507893285660497,3.48094699857878,0.164176488139714,0.427270788334335
"GRMZM2G106881",-0.348023958523656,4.30111604693681,0.164196186000062,0.427272421292844
"GRMZM2G356423",-0.425831576607276,1.82942074791707,0.164240819198656,0.427338933241887
"GRMZM2G035150",0.436723054722491,2.64432818183614,0.164363479826986,0.427608426094242
"GRMZM2G371008",-0.36361901693268,3.01425097430869,0.164418311705521,0.427701413417183
"GRMZM2G402817",-0.762756013783304,4.09215675597003,0.164548425512616,0.427908846735887
"GRMZM2G067675",-0.555695297952952,2.43193910724735,0.164549372148421,0.427908846735887
"GRMZM2G419606",-0.282832669190489,5.97033262105872,0.164555350300219,0.427908846735887
"GRMZM2G160175",-0.569143097389227,1.92404247552488,0.164649589070355,0.428032978873707
"GRMZM2G044092",-0.561941332560935,2.52604876409827,0.164664568737135,0.428032978873707
"GRMZM2G364748",0.561476866752873,3.26914127744298,0.164683990177292,0.428032978873707
"GRMZM2G153924",0.285140701445201,4.68433095395367,0.164693777435984,0.428032978873707
"GRMZM2G703858",-0.363607008977993,5.1637688130414,0.164725349905603,0.428032978873707
"GRMZM2G050098",-1.87192392271016,0.41954900881034,0.164744106310456,0.428032978873707
"GRMZM2G060765",-0.263473862300914,4.66831977079009,0.164778690035303,0.428032978873707
"GRMZM2G038880",-0.721683008902633,1.71548487719235,0.164786797943607,0.428032978873707
"GRMZM2G160149",-0.418480410808276,2.71644447297989,0.164790305131918,0.428032978873707
"GRMZM2G149520",0.369438668000667,3.9085915632196,0.164794129692685,0.428032978873707
"GRMZM2G360688",-0.3406566266462,3.26522735209964,0.164830569944873,0.428058406996587
"GRMZM2G322593",-0.243383206468921,9.72031185445044,0.164842130576503,0.428058406996587
"GRMZM2G028709",-0.303387466771531,4.96371140059074,0.164868507038685,0.428077285919776
"GRMZM2G344985",0.356321902821103,4.32464289786408,0.164958015873507,0.428204468195925
"GRMZM2G010315",-0.335157528071198,2.86900594578098,0.1649714583116,0.428204468195925
"GRMZM2G001820",-0.35712402441379,4.00573544416047,0.164974825684768,0.428204468195925
"GRMZM2G170489",0.336055548352656,3.84066394478582,0.165296978541923,0.428990942225389
"GRMZM2G080858",1.69337405029385,0.229556273289342,0.165352945256017,0.429079794372988
"GRMZM2G002754",0.26014679403256,7.58331303951257,0.165369516822618,0.429079794372988
"GRMZM2G019056",0.406231929534257,4.0431041044275,0.165443875021574,0.42920725743835
"GRMZM2G016084",-0.378344703887678,8.69179531056612,0.165457279043212,0.42920725743835
"GRMZM2G008728",-0.451888811254312,4.33791285486224,0.165476112017517,0.42920725743835
"GRMZM5G892742",-0.412877204892384,4.59156005296333,0.165519616080921,0.429270401469271
"GRMZM2G168355",-0.468883461921353,2.4199146924181,0.165549233575771,0.42929752063254
"GRMZM2G070047",0.258103394890195,5.4485012573701,0.165588383462931,0.429349349784396
"GRMZM2G022987",-0.228472291094148,4.63626396355106,0.165659941063206,0.429450181503556
"GRMZM2G056903",0.364423646228309,3.30855328558061,0.16566560672775,0.429450181503556
"GRMZM2G392794",1.79571591903496,5.55646618807674,0.165712431054055,0.429521866932682
"GRMZM2G404126",0.505072051624546,2.33472155005281,0.165850502769882,0.429708323770912
"GRMZM2G135849",0.343384856297832,4.78482178370828,0.16585523213561,0.429708323770912
"GRMZM2G422210",0.323777139842029,3.52318956162615,0.165870435584674,0.429708323770912
"GRMZM2G365423",-0.429225325159474,2.375192492854,0.165875750722823,0.429708323770912
"AC207410.3_FG002",0.392693066198467,2.6119158930623,0.16589661446134,0.429708323770912
"GRMZM2G171031",-0.402374488090378,2.84472739664939,0.16589944211642,0.429708323770912
"GRMZM2G122076",-0.248667548964522,6.58988847414219,0.165939894754094,0.429763419485085
"GRMZM2G159700",0.621214198817308,1.87610112788583,0.165978729479843,0.429814312759579
"GRMZM2G136455",-0.281322369157905,3.93231485223204,0.166013989392495,0.429855938095327
"GRMZM2G151934",0.340054496930223,4.2937682121618,0.166044650576305,0.42988564781166
"GRMZM2G073805",1.1620645528072,0.323663182475239,0.166091003486423,0.429942906308804
"GRMZM2G175541",1.00406669229678,1.41765335902354,0.16610863210701,0.429942906308804
"GRMZM2G063069",-0.460678187913183,2.56637201676542,0.166124335635586,0.429942906308804
"GRMZM2G152613",-0.627361212795717,0.983501030818994,0.166168030315365,0.429974748488008
"GRMZM2G174286",-0.238255210286449,5.01142008400426,0.166175021073763,0.429974748488008
"GRMZM2G135547",-0.67061105194278,0.844026790493313,0.166223942843326,0.430035799451052
"GRMZM2G420012",0.448975657134911,2.40385466496057,0.166237003304868,0.430035799451052
"GRMZM2G024303",-0.722907597823615,2.54724844796143,0.166323256661919,0.430150702111743
"GRMZM2G061833",0.646141311729426,1.19233344892563,0.166346267085292,0.430150702111743
"GRMZM2G114702",-0.232680207068801,7.40636284673693,0.166372465567469,0.430150702111743
"GRMZM2G120814",-0.849138990073548,0.715662886072978,0.166375217174444,0.430150702111743
"GRMZM5G851929",-0.472932205785805,3.04431837383123,0.166377415063618,0.430150702111743
"GRMZM2G168257",0.283986346143929,4.52287653083577,0.166436455241863,0.43020419848689
"GRMZM2G062390",0.831976014034462,0.669702881530352,0.16644998764771,0.43020419848689
"GRMZM2G085827",0.441163610187665,3.13109845713294,0.16645571063079,0.43020419848689
"GRMZM2G106363",0.439677150943699,3.60297189978676,0.166484097993964,0.430227937203549
"GRMZM2G103526",-0.592086556921451,1.74287499281634,0.166548012049213,0.430343467877134
"GRMZM2G044398",0.210814459765744,5.79435141816012,0.16660443521992,0.430439618438918
"GRMZM2G062391",0.457399783087595,2.64040713506732,0.166709140100363,0.430629853927521
"AC195340.3_FG002",0.252694973453941,4.94338694376118,0.16671650760845,0.430629853927521
"GRMZM2G380078",-0.800162493703111,0.619382271492938,0.166749414840051,0.430665203399578
"GRMZM2G113613",0.219395492415247,5.14985149331369,0.166791855357551,0.430725163587589
"GRMZM2G176542",-0.585318372948823,2.14347456557364,0.166919124577265,0.430982963505914
"AC233960.1_FG003",0.424151609555023,2.54001364634002,0.166930156541143,0.430982963505914
"GRMZM2G306482",0.432343514606562,3.05065816268824,0.166961393864598,0.431013945101546
"GRMZM2G471108",-0.505253205249203,2.37957095505864,0.167019928634185,0.431115380305174
"GRMZM2G040483",1.14757534270443,0.653886595366321,0.16707976070238,0.431220140368254
"GRMZM2G405052",-0.855554832153885,0.774657768295074,0.167113379255932,0.431257229005893
"GRMZM2G311664",-1.82856836491147,5.10015565331978,0.16714490418033,0.431288906847899
"GRMZM2G046382",-0.864548175953516,0.904905883142922,0.167264235513149,0.431547120759108
"GRMZM2G340325",0.858941529552177,0.502054140823642,0.167330275887382,0.431572246066738
"GRMZM2G159632",-0.461165936929217,3.89667962302147,0.167339931916197,0.431572246066738
"GRMZM2G044553",0.425091638054762,2.81060670828753,0.167388801107329,0.431572246066738
"GRMZM2G074672",1.1335987579013,1.49958151338023,0.167389759476185,0.431572246066738
"GRMZM2G125482",-0.876899570457028,0.883621838777909,0.16739321330316,0.431572246066738
"GRMZM2G049031",-0.317305279310098,4.36332306793616,0.167406750263424,0.431572246066738
"GRMZM2G103119",-0.489465581198415,2.8472486905363,0.167422375916223,0.431572246066738
"AC177831.3_FG004",-1.99546132829363,0.107997570644838,0.167428072430801,0.431572246066738
"AC214360.3_FG001",0.987854260191385,0.47365620057051,0.167616051942091,0.431980668673718
